TipoCredor,ClassificacaoCredor,NacionalOuInternacional,DepositoJudicialCredor,DividaTotalCredor,DividaAdiantadaCredor,PrimeiraParcelaAdiantamentoCredor,SegundaParcelaAdiantamentoCredor,RestantePagoConformePlanoCredor,ModoPagamento,PrecisaAdvogado,TipoProcesso,KitProcesso,ParticipouMediacao,Resultado
2.00,1.00,1.00,0.00,2380.00,2380.00,2142.00,238.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,15261.00,15261.00,13735.00,1526.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,7483.00,7483.00,6735.00,748.00,0.00,2.00,1.00,3.00,4.00,0.00,1
2.00,1.00,1.00,0.00,6458.00,6458.00,5812.00,646.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,5502.00,5502.00,4952.00,550.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,7104.00,7104.00,6393.00,710.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,5750.00,5750.00,5175.00,575.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,2505.00,2505.00,2254.00,250.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,1246.00,1246.00,1121.00,125.00,0.00,2.00,1.00,3.00,19.00,0.00,0
2.00,1.00,1.00,0.00,1142.00,1142.00,1028.00,114.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,5000.00,5000.00,4500.00,500.00,0.00,2.00,0.00,2.00,4.00,0.00,1
2.00,1.00,1.00,0.00,5000.00,5000.00,4500.00,500.00,0.00,2.00,0.00,2.00,4.00,0.00,1
2.00,1.00,1.00,0.00,2669.00,2669.00,2402.00,267.00,0.00,2.00,1.00,3.00,6.00,0.00,0
2.00,1.00,1.00,0.00,4869.00,4869.00,4382.00,487.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,5316.00,5316.00,4784.00,532.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,3.00,1.00,0.00,10804.00,10804.00,9723.00,1080.00,0.00,2.00,1.00,3.00,20.00,0.00,1
2.00,1.00,1.00,0.00,5000.00,5000.00,4500.00,500.00,0.00,2.00,1.00,2.00,19.00,0.00,1
2.00,1.00,1.00,0.00,2233.00,2233.00,2009.00,223.00,0.00,2.00,1.00,3.00,19.00,0.00,0
2.00,1.00,1.00,0.00,1387.00,1387.00,1248.00,139.00,0.00,2.00,0.00,2.00,21.00,0.00,1
2.00,1.00,1.00,0.00,7201.00,7201.00,6481.00,720.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,2.00,1.00,1.00,74905.00,50000.00,45000.00,5000.00,24905.00,3.00,1.00,5.00,2.00,0.00,1
2.00,1.00,1.00,0.00,2968.00,2968.00,2671.00,297.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,11997.00,11997.00,10797.00,1200.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,4632.00,4632.00,4169.00,463.00,0.00,2.00,0.00,3.00,17.00,0.00,0
2.00,1.00,1.00,0.00,2046.00,2046.00,1842.00,205.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,1.00,13160.00,13160.00,11844.00,1316.00,0.00,3.00,1.00,4.00,22.00,0.00,0
2.00,1.00,1.00,0.00,1050.00,1050.00,945.00,105.00,0.00,2.00,0.00,2.00,17.00,0.00,1
2.00,1.00,1.00,0.00,2020.00,2020.00,1818.00,202.00,0.00,2.00,0.00,2.00,17.00,0.00,1
2.00,1.00,1.00,0.00,3090.00,3090.00,2781.00,309.00,0.00,2.00,1.00,2.00,6.00,1.00,0
2.00,1.00,1.00,0.00,3120.00,3120.00,2808.00,312.00,0.00,2.00,1.00,2.00,19.00,0.00,1
2.00,1.00,1.00,0.00,3729.00,3729.00,3356.00,373.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,2299.00,2299.00,2069.00,230.00,0.00,2.00,1.00,3.00,4.00,0.00,1
2.00,1.00,1.00,0.00,3011.00,3011.00,2710.00,301.00,0.00,2.00,1.00,2.00,6.00,0.00,1
2.00,1.00,1.00,0.00,4444.00,4444.00,4000.00,444.00,0.00,2.00,1.00,2.00,19.00,0.00,1
2.00,1.00,1.00,0.00,2020.00,2020.00,1818.00,202.00,0.00,2.00,0.00,2.00,17.00,0.00,1
2.00,1.00,1.00,0.00,8703.00,8703.00,7833.00,870.00,0.00,2.00,0.00,3.00,18.00,0.00,0
2.00,1.00,1.00,0.00,3022.00,3022.00,2720.00,302.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,2135.00,2135.00,1922.00,214.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,8383.00,8383.00,7545.00,838.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,4567.00,4567.00,4110.00,457.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,2087.00,2087.00,1878.00,209.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,2254.00,2254.00,2029.00,225.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,11025.00,11025.00,9923.00,1103.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,11307.00,11307.00,10176.00,1131.00,0.00,2.00,1.00,3.00,19.00,0.00,0
2.00,1.00,1.00,0.00,5610.00,5610.00,5049.00,561.00,0.00,2.00,1.00,2.00,6.00,0.00,1
2.00,1.00,1.00,0.00,4130.00,4130.00,3717.00,413.00,0.00,2.00,1.00,2.00,8.00,0.00,1
2.00,1.00,1.00,0.00,4320.00,4320.00,3888.00,432.00,0.00,2.00,1.00,2.00,19.00,0.00,1
2.00,1.00,1.00,0.00,11420.00,11420.00,10278.00,1142.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,1002.00,1002.00,902.00,100.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,1548.00,1548.00,1393.00,155.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,5951.00,5951.00,5356.00,595.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,7535.00,7535.00,6782.00,754.00,0.00,2.00,1.00,3.00,4.00,0.00,1
2.00,1.00,1.00,0.00,539.00,539.00,485.00,54.00,0.00,2.00,1.00,3.00,19.00,1.00,1
2.00,1.00,1.00,0.00,3030.00,3030.00,2727.00,303.00,0.00,2.00,1.00,2.00,6.00,0.00,1
2.00,1.00,1.00,0.00,10087.00,10087.00,9078.00,1009.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,7363.00,7363.00,6627.00,736.00,0.00,2.00,0.00,3.00,17.00,1.00,1
2.00,1.00,1.00,0.00,3210.00,3210.00,2889.00,321.00,0.00,2.00,1.00,2.00,19.00,0.00,1
2.00,1.00,1.00,0.00,5225.00,5225.00,4702.00,522.00,0.00,2.00,1.00,3.00,4.00,0.00,1
2.00,1.00,1.00,0.00,2129.00,2129.00,1916.00,213.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,4635.00,4635.00,4172.00,464.00,0.00,2.00,0.00,2.00,3.00,0.00,1
2.00,1.00,1.00,0.00,2013.00,2013.00,1812.00,201.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,8187.00,8187.00,7368.00,819.00,0.00,2.00,1.00,3.00,19.00,0.00,0
2.00,1.00,1.00,0.00,8187.00,8187.00,7368.00,819.00,0.00,2.00,1.00,3.00,19.00,0.00,0
2.00,1.00,1.00,0.00,3210.00,3210.00,2889.00,321.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,5129.00,5129.00,4616.00,513.00,0.00,2.00,1.00,3.00,4.00,0.00,1
2.00,1.00,1.00,0.00,4159.00,4159.00,3743.00,416.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,6240.00,6240.00,5616.00,624.00,0.00,2.00,1.00,2.00,19.00,0.00,1
2.00,1.00,1.00,0.00,4000.00,4000.00,3600.00,400.00,0.00,2.00,1.00,2.00,19.00,0.00,1
2.00,1.00,1.00,0.00,8778.00,8778.00,7900.00,878.00,0.00,2.00,1.00,2.00,6.00,0.00,1
2.00,1.00,1.00,0.00,3323.00,3323.00,2991.00,332.00,0.00,2.00,1.00,2.00,19.00,0.00,0
2.00,1.00,1.00,0.00,20017.00,20017.00,18016.00,2002.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,4382.00,4382.00,3943.00,438.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,3151.00,3151.00,2836.00,315.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,4016.00,4016.00,3614.00,402.00,0.00,2.00,1.00,2.00,4.00,0.00,1
2.00,1.00,1.00,0.00,10147.00,10147.00,9133.00,1015.00,0.00,2.00,1.00,3.00,4.00,0.00,1
2.00,1.00,1.00,0.00,9518.00,9518.00,8566.00,952.00,0.00,2.00,0.00,3.00,17.00,0.00,0
2.00,1.00,1.00,0.00,2889.00,2889.00,2601.00,289.00,0.00,2.00,1.00,3.00,6.00,0.00,0
2.00,1.00,1.00,0.00,2213.00,2213.00,1992.00,221.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,2213.00,2213.00,1992.00,221.00,0.00,2.00,1.00,2.00,6.00,0.00,1
2.00,1.00,1.00,0.00,769.00,769.00,692.00,77.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,6000.00,6000.00,5400.00,600.00,0.00,2.00,0.00,2.00,17.00,0.00,1
2.00,1.00,1.00,0.00,3063.00,3063.00,2757.00,306.00,0.00,2.00,0.00,3.00,21.00,0.00,1
2.00,1.00,1.00,0.00,2009.00,2009.00,1808.00,201.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,5905.00,5905.00,5315.00,591.00,0.00,2.00,1.00,3.00,4.00,0.00,0
2.00,1.00,1.00,0.00,7626.00,7626.00,6864.00,763.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,4142.00,4142.00,3728.00,414.00,0.00,2.00,1.00,3.00,6.00,0.00,0
2.00,1.00,1.00,0.00,7027.00,7027.00,6324.00,703.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,2001.00,2001.00,1801.00,200.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,2879.00,2879.00,2591.00,288.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,11233.00,11233.00,10110.00,1123.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,5205.00,5205.00,4685.00,521.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,6959.00,6959.00,6264.00,696.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,1000.00,1000.00,900.00,100.00,0.00,2.00,0.00,2.00,17.00,0.00,1
2.00,1.00,1.00,0.00,3019.00,3019.00,2717.00,302.00,0.00,2.00,1.00,2.00,19.00,0.00,0
2.00,1.00,1.00,0.00,5050.00,5050.00,4545.00,505.00,0.00,2.00,1.00,2.00,6.00,0.00,1
2.00,1.00,1.00,0.00,7011.00,7011.00,6310.00,701.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,38067.00,38067.00,34260.00,3807.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,3000.00,3000.00,2700.00,300.00,0.00,2.00,0.00,2.00,21.00,0.00,1
2.00,1.00,1.00,0.00,6300.00,6300.00,5670.00,630.00,0.00,2.00,1.00,2.00,6.00,0.00,1
2.00,1.00,1.00,0.00,6677.00,6677.00,6010.00,668.00,0.00,2.00,1.00,3.00,4.00,0.00,1
2.00,1.00,1.00,0.00,5017.00,5017.00,4515.00,502.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,2034.00,2034.00,1830.00,203.00,0.00,2.00,1.00,3.00,4.00,0.00,1
2.00,2.00,1.00,0.00,22190.00,22190.00,19971.00,2219.00,0.00,2.00,1.00,5.00,2.00,0.00,1
2.00,1.00,1.00,0.00,1086.00,1086.00,978.00,109.00,0.00,2.00,0.00,3.00,8.00,0.00,1
2.00,1.00,1.00,0.00,1585.00,1585.00,1426.00,158.00,0.00,2.00,0.00,3.00,8.00,0.00,0
2.00,1.00,1.00,0.00,4181.00,4181.00,3763.00,418.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,13240.00,13240.00,11916.00,1324.00,0.00,2.00,1.00,3.00,4.00,0.00,1
2.00,1.00,1.00,0.00,478.00,478.00,430.00,48.00,0.00,2.00,1.00,3.00,19.00,0.00,0
2.00,1.00,1.00,0.00,1246.00,1246.00,1121.00,125.00,0.00,2.00,1.00,3.00,19.00,0.00,0
2.00,1.00,1.00,0.00,6467.00,6467.00,5820.00,647.00,0.00,2.00,0.00,3.00,17.00,0.00,0
2.00,1.00,1.00,0.00,4294.00,4294.00,3865.00,429.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,4912.00,4912.00,4421.00,491.00,0.00,2.00,0.00,3.00,4.00,0.00,1
2.00,1.00,1.00,0.00,11246.00,11246.00,10121.00,1125.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,1620.00,1620.00,1458.00,162.00,0.00,2.00,1.00,2.00,4.00,0.00,1
2.00,1.00,1.00,0.00,3623.00,3623.00,3260.00,362.00,0.00,2.00,1.00,3.00,4.00,0.00,1
2.00,1.00,1.00,0.00,28207.00,28207.00,25387.00,2821.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,8530.00,8530.00,7677.00,853.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,9861.00,9861.00,8875.00,986.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,14158.00,14158.00,12742.00,1416.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,1246.00,1246.00,1121.00,125.00,0.00,2.00,1.00,3.00,19.00,0.00,0
2.00,1.00,1.00,0.00,239.00,239.00,215.00,24.00,0.00,2.00,1.00,3.00,19.00,0.00,0
2.00,1.00,1.00,0.00,1337.00,1337.00,1203.00,134.00,0.00,2.00,1.00,3.00,6.00,0.00,0
2.00,1.00,1.00,0.00,3301.00,3301.00,2971.00,330.00,0.00,2.00,1.00,3.00,20.00,0.00,1
2.00,1.00,1.00,0.00,2009.00,2009.00,1808.00,201.00,0.00,2.00,0.00,3.00,21.00,0.00,1
2.00,1.00,1.00,0.00,10080.00,10080.00,9072.00,1008.00,0.00,2.00,1.00,2.00,19.00,0.00,1
2.00,1.00,1.00,0.00,9139.00,9139.00,8225.00,914.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,3245.00,3245.00,2921.00,325.00,0.00,2.00,1.00,2.00,19.00,0.00,1
2.00,1.00,1.00,0.00,26.00,26.00,24.00,3.00,0.00,2.00,0.00,2.00,17.00,0.00,0
2.00,1.00,1.00,0.00,3257.00,3257.00,2931.00,326.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,3065.00,3065.00,2758.00,306.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,1155.00,1155.00,1039.00,115.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,14916.00,14916.00,13425.00,1492.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,310.00,310.00,279.00,31.00,0.00,2.00,1.00,3.00,6.00,0.00,0
2.00,1.00,1.00,0.00,500.00,500.00,450.00,50.00,0.00,2.00,1.00,2.00,19.00,0.00,1
2.00,1.00,1.00,0.00,16500.00,16500.00,14850.00,1650.00,0.00,2.00,0.00,2.00,21.00,0.00,1
2.00,1.00,1.00,0.00,3191.00,3191.00,2872.00,319.00,0.00,2.00,1.00,3.00,19.00,0.00,0
2.00,1.00,1.00,0.00,2259.00,2259.00,2033.00,226.00,0.00,2.00,1.00,3.00,4.00,0.00,1
2.00,1.00,1.00,0.00,1178.00,1178.00,1060.00,118.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,9000.00,9000.00,8100.00,900.00,0.00,2.00,1.00,2.00,6.00,0.00,1
2.00,1.00,1.00,0.00,9067.00,9067.00,8161.00,907.00,0.00,2.00,1.00,3.00,19.00,1.00,1
2.00,1.00,1.00,0.00,6965.00,6965.00,6269.00,697.00,0.00,2.00,1.00,2.00,19.00,0.00,1
2.00,1.00,1.00,0.00,8399.00,8399.00,7559.00,840.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,4040.00,4040.00,3636.00,404.00,0.00,2.00,0.00,2.00,17.00,0.00,1
2.00,1.00,1.00,0.00,6322.00,6322.00,5690.00,632.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,4440.00,4440.00,3996.00,444.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,6904.00,6904.00,6214.00,690.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,2482.00,2482.00,2234.00,248.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,7267.00,7267.00,6541.00,727.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,2100.00,2100.00,1890.00,210.00,0.00,2.00,1.00,2.00,19.00,0.00,1
2.00,1.00,1.00,0.00,1430.00,1430.00,1287.00,143.00,0.00,2.00,1.00,2.00,19.00,0.00,1
2.00,1.00,1.00,0.00,5173.00,5173.00,4656.00,517.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,9000.00,9000.00,8100.00,900.00,0.00,2.00,0.00,2.00,3.00,0.00,1
2.00,1.00,1.00,0.00,5140.00,5140.00,4626.00,514.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,2197.00,2197.00,1977.00,220.00,0.00,2.00,0.00,3.00,21.00,0.00,1
2.00,1.00,1.00,0.00,1513.00,1513.00,1361.00,151.00,0.00,2.00,0.00,2.00,17.00,0.00,1
2.00,1.00,1.00,0.00,2007.00,2007.00,1807.00,201.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,5015.00,5015.00,4514.00,502.00,0.00,2.00,0.00,2.00,4.00,0.00,1
2.00,1.00,1.00,0.00,10848.00,10848.00,9763.00,1085.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,10677.00,10677.00,9609.00,1068.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,3000.00,3000.00,2700.00,300.00,0.00,2.00,1.00,2.00,19.00,0.00,0
2.00,1.00,1.00,0.00,4265.00,4265.00,3839.00,427.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,2590.00,2590.00,2331.00,259.00,0.00,2.00,1.00,3.00,6.00,0.00,0
2.00,1.00,1.00,0.00,6250.00,6250.00,5625.00,625.00,0.00,2.00,1.00,2.00,4.00,0.00,1
2.00,1.00,1.00,0.00,400.00,400.00,360.00,40.00,0.00,2.00,1.00,2.00,4.00,0.00,1
2.00,1.00,1.00,0.00,3331.00,3331.00,2998.00,333.00,0.00,2.00,1.00,3.00,19.00,0.00,0
2.00,1.00,1.00,0.00,1000.00,1000.00,900.00,100.00,0.00,2.00,0.00,2.00,17.00,0.00,1
2.00,1.00,1.00,0.00,9302.00,9302.00,8372.00,930.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,1680.00,1680.00,1512.00,168.00,0.00,2.00,1.00,2.00,19.00,0.00,1
2.00,1.00,1.00,0.00,3000.00,3000.00,2700.00,300.00,0.00,2.00,0.00,2.00,17.00,0.00,1
2.00,1.00,1.00,0.00,54.00,54.00,49.00,5.00,0.00,2.00,1.00,2.00,19.00,0.00,0
2.00,1.00,1.00,0.00,10564.00,10564.00,9508.00,1056.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,2281.00,2281.00,2053.00,228.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,2435.00,2435.00,2191.00,243.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,109.00,109.00,98.00,11.00,0.00,2.00,1.00,2.00,19.00,0.00,1
2.00,1.00,1.00,0.00,5341.00,5341.00,4807.00,534.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,18407.00,18407.00,16566.00,1841.00,0.00,2.00,1.00,3.00,19.00,0.00,0
2.00,1.00,1.00,0.00,3036.00,3036.00,2733.00,304.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,1000.00,1000.00,900.00,100.00,0.00,2.00,1.00,2.00,19.00,0.00,0
2.00,1.00,1.00,0.00,1010.00,1010.00,909.00,101.00,0.00,2.00,1.00,2.00,6.00,0.00,1
2.00,1.00,1.00,0.00,7863.00,7863.00,7077.00,786.00,0.00,2.00,1.00,3.00,4.00,0.00,0
2.00,1.00,1.00,0.00,11800.00,11800.00,10620.00,1180.00,0.00,2.00,1.00,2.00,6.00,0.00,1
2.00,1.00,1.00,0.00,2388.00,2388.00,2149.00,239.00,0.00,2.00,0.00,3.00,21.00,0.00,1
2.00,1.00,1.00,0.00,5052.00,5052.00,4547.00,505.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,1000.00,1000.00,900.00,100.00,0.00,2.00,0.00,2.00,18.00,0.00,1
2.00,1.00,1.00,0.00,1923.00,1923.00,1731.00,192.00,0.00,2.00,1.00,3.00,6.00,0.00,0
2.00,1.00,1.00,0.00,10097.00,10097.00,9087.00,1010.00,0.00,2.00,1.00,3.00,5.00,0.00,1
2.00,1.00,1.00,0.00,11827.00,11827.00,10644.00,1183.00,0.00,2.00,1.00,3.00,4.00,0.00,0
2.00,1.00,1.00,0.00,7505.00,7505.00,6755.00,751.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,2491.00,2491.00,2242.00,249.00,0.00,2.00,1.00,3.00,20.00,0.00,1
2.00,3.00,1.00,0.00,1046.00,1046.00,942.00,105.00,0.00,2.00,1.00,3.00,20.00,0.00,0
2.00,3.00,1.00,0.00,1046.00,1046.00,942.00,105.00,0.00,2.00,1.00,3.00,20.00,0.00,0
2.00,1.00,1.00,0.00,9903.00,9903.00,8913.00,990.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,14753.00,14753.00,13278.00,1475.00,0.00,2.00,1.00,3.00,20.00,0.00,1
2.00,1.00,1.00,0.00,10782.00,10782.00,9704.00,1078.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,4019.00,4019.00,3617.00,402.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,4400.00,4400.00,3960.00,440.00,0.00,2.00,0.00,3.00,4.00,0.00,1
2.00,1.00,1.00,0.00,5515.00,5515.00,4964.00,552.00,0.00,2.00,1.00,3.00,4.00,0.00,1
2.00,1.00,1.00,0.00,5264.00,5264.00,4737.00,526.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,17295.00,17295.00,15565.00,1729.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,756.00,756.00,680.00,76.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,1256.00,1256.00,1130.00,126.00,0.00,2.00,1.00,3.00,6.00,0.00,0
2.00,1.00,1.00,0.00,6248.00,6248.00,5623.00,625.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,2255.00,2255.00,2030.00,226.00,0.00,2.00,1.00,3.00,4.00,0.00,1
2.00,1.00,1.00,0.00,1001.00,1001.00,901.00,100.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,6352.00,6352.00,5717.00,635.00,0.00,2.00,0.00,3.00,17.00,0.00,1
2.00,1.00,1.00,0.00,8120.00,8120.00,7308.00,812.00,0.00,2.00,1.00,3.00,4.00,0.00,1
2.00,1.00,1.00,0.00,1050.00,1050.00,945.00,105.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,1023.00,1023.00,920.00,102.00,0.00,2.00,1.00,2.00,6.00,0.00,1
2.00,1.00,1.00,0.00,4026.00,4026.00,3623.00,403.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,6240.00,6240.00,5616.00,624.00,0.00,2.00,1.00,2.00,6.00,0.00,1
2.00,1.00,1.00,0.00,6155.00,6155.00,5539.00,615.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,4021.00,4021.00,3619.00,402.00,0.00,2.00,1.00,3.00,4.00,0.00,1
2.00,1.00,1.00,0.00,2300.00,2300.00,2070.00,230.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,3179.00,3179.00,2861.00,318.00,0.00,2.00,0.00,2.00,21.00,0.00,1
2.00,1.00,1.00,0.00,15303.00,15303.00,13773.00,1530.00,0.00,2.00,1.00,3.00,4.00,0.00,1
2.00,1.00,1.00,0.00,11702.00,11702.00,10532.00,1170.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,11702.00,11702.00,10532.00,1170.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,9109.00,9109.00,8198.00,911.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,3333.00,3333.00,3000.00,333.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,23.00,23.00,21.00,2.00,0.00,2.00,1.00,2.00,6.00,0.00,0
2.00,1.00,1.00,0.00,10575.00,10575.00,9517.00,1057.00,0.00,2.00,1.00,3.00,4.00,0.00,1
2.00,1.00,1.00,0.00,6005.00,6005.00,5404.00,600.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,12467.00,12467.00,11221.00,1247.00,0.00,2.00,1.00,3.00,6.00,0.00,1
2.00,1.00,1.00,0.00,8025.00,8025.00,7223.00,803.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,7364.00,7364.00,6627.00,736.00,0.00,2.00,1.00,3.00,19.00,0.00,1
2.00,1.00,1.00,0.00,5300.00,5300.00,4770.00,530.00,0.00,2.00,0.00,2.00,21.00,0.00,1
